Fecha,Cliente,Region,ProductoID,Producto,Cantidad,PrecioUnitario,Revenue,Cantidad_scaled,PrecioUnitario_scaled,Revenue_Bracket,Order_Size,Revenue_log,Year,Month,Quarter,DayOfWeek,Is_Weekend,Revenue_per_Unit,Region_Norte,Region_Sur,Prod_Audífonos,Prod_Cámaras Web,Prod_Impresoras,Prod_Laptops,Prod_Monitores,Prod_Ratones,Prod_Teclados
2023-04-28,SolucionesYA,Centro,ALM-008,Almacenamiento,12,318.65,3823.7999999999997,0.9539508697077435,-0.8395170222620726,Medium,Large,8.249261457311894,2023,4,2,4,0,318.65,False,False,False,False,False,False,False,False,False
2024-01-13,InnovaCorp,Centro,MON-002,Monitores,13,985.87,12816.31,1.1807580189487668,1.1321049971003119,High,Large,9.458551880064467,2024,1,1,5,1,985.87,False,False,False,False,False,False,True,False,False
2023-11-15,DataCenter,Norte,LAP-001,Laptops,15,384.67,5770.05,1.634372317430813,-0.6444292165633455,High,Large,8.660609318683138,2023,11,4,2,0,384.67,True,False,False,False,False,True,False,False,False
2024-11-24,BetaTech,Norte,WEB-007,Cámaras Web,12,250.02,3000.2400000000002,0.9539508697077435,-1.042317326792573,Medium,Large,8.00678081558489,2024,11,4,6,1,250.02,True,False,False,True,False,False,False,False,False
2024-08-29,SolucionesYA,Centro,MON-002,Monitores,12,930.39,11164.68,0.9539508697077435,0.9681626847682098,High,Large,9.320600067032277,2024,8,3,3,0,930.39,False,False,False,False,False,False,True,False,False
2024-12-01,DataCenter,Norte,LAP-001,Laptops,6,646.3,3877.7999999999997,-0.40689202573839545,0.12868230426303937,Medium,Medium,8.26328110643039,2024,12,4,6,1,646.3,True,False,False,False,False,True,False,False,False
2024-11-08,AlphaSys,Sur,MON-002,Monitores,9,782.34,7041.06,0.273529421984674,0.5306778372417554,High,Medium,8.859656019985431,2024,11,4,4,0,782.34,False,True,False,False,False,False,True,False,False
2023-01-13,BetaTech,Norte,ALM-008,Almacenamiento,2,528.73,1057.46,-1.3141206227024882,-0.21873474081419964,Low,Small,6.964570300536369,2023,1,1,4,0,528.73,True,False,False,False,False,False,False,False,False
2024-01-06,GammaRed,Centro,TEC-003,Teclados,7,223.72,1566.04,-0.1800848764973723,-1.1200333111893694,Low,Medium,7.356943768513952,2024,1,1,5,1,223.72,False,False,False,False,False,False,False,False,True
2024-06-18,MegaStore,Sur,ALM-008,Almacenamiento,8,531.16,4249.28,0.046722272743650865,-0.2115541384535832,Medium,Medium,8.354740142101257,2024,6,2,1,0,531.16,False,True,False,False,False,False,False,False,False
2024-08-29,MegaStore,Sur,IMP-006,Impresoras,14,305.91,4282.740000000001,1.4075651681897898,-0.8771634724983914,Medium,Large,8.362581738782826,2024,8,3,3,0,305.91,False,True,False,False,True,False,False,False,False
2023-03-30,MegaStore,Sur,ALM-008,Almacenamiento,4,904.31,3617.24,-0.8605063242204418,0.8910967960583823,Medium,Small,8.193742998746881,2023,3,1,3,0,904.31,False,True,False,False,False,False,False,False,False
2024-08-06,BetaTech,Norte,IMP-006,Impresoras,1,600.75,600.75,-1.5409277719435113,-0.0059170527435799215,Low,Small,6.399842076663181,2024,8,3,1,0,600.75,True,False,False,False,True,False,False,False,False
2023-11-29,InnovaCorp,Centro,ALM-008,Almacenamiento,4,435.47,1741.88,-0.8605063242204418,-0.49431621248131985,Low,Small,7.463294196334135,2023,11,4,2,0,435.47,False,False,False,False,False,False,False,False,False
2023-09-22,AlphaSys,Sur,AUD-005,Audífonos,15,721.44,10821.6,1.634372317430813,0.3507195311670437,High,Large,9.289391819282686,2023,9,3,4,0,721.44,False,True,True,False,False,False,False,False,False
2023-10-10,TecnoShop,Norte,MOU-004,Ratones,2,301.01,602.02,-1.3141206227024882,-0.8916428764354373,Low,Small,6.40195036367301,2023,10,4,1,0,301.01,True,False,False,False,False,False,False,True,False
2024-02-21,GammaRed,Centro,MOU-004,Ratones,12,579.17,6950.039999999999,0.9539508697077435,-0.06968552967448777,High,Large,8.846646567651616,2024,2,1,2,0,579.17,False,False,False,False,False,False,False,True,False
2024-12-29,GammaRed,Centro,ALM-008,Almacenamiento,13,35.43,460.59,1.1807580189487668,-1.6764265698233185,Low,Large,6.134677051181064,2024,12,4,6,1,35.43,False,False,False,False,False,False,False,False,False
2023-10-29,SolucionesYA,Centro,WEB-007,Cámaras Web,12,303.32,3639.84,0.9539508697077435,-0.8848168717222585,Medium,Large,8.199969703238432,2023,10,4,6,1,303.32,False,False,False,True,False,False,False,False,False
2024-11-10,AlphaSys,Sur,ALM-008,Almacenamiento,9,644.14,5797.26,0.273529421984674,0.12229954660915805,High,Medium,8.665313151525508,2024,11,4,6,1,644.14,False,True,False,False,False,False,False,False,False
2024-03-11,AlphaSys,Sur,IMP-006,Impresoras,12,552.69,6632.280000000001,0.9539508697077435,-0.147933410542441,High,Large,8.799854681811146,2024,3,1,0,0,552.69,False,True,False,False,True,False,False,False,False
2023-11-10,MegaStore,Sur,MOU-004,Ratones,2,869.72,1739.44,-1.3141206227024882,0.7888840241844207,Low,Small,7.461893233804663,2023,11,4,4,0,869.72,False,True,False,False,False,False,False,True,False
2023-11-20,DataCenter,Norte,TEC-003,Teclados,4,271.42,1085.68,-0.8605063242204418,-0.9790807463328218,Low,Small,6.990882455556019,2023,11,4,0,0,271.42,True,False,False,False,False,False,False,False,True
2024-05-10,MegaStore,Sur,AUD-005,Audífonos,2,1001.66,2003.32,-1.3141206227024882,1.178764137542343,Low,Small,7.603060130095882,2024,5,2,4,0,1001.66,False,True,True,False,False,False,False,False,False
2023-10-31,SolucionesYA,Centro,IMP-006,Impresoras,3,373.19,1119.57,-1.087313473461465,-0.678352391501567,Low,Small,7.021592763400346,2023,10,4,1,0,373.19,False,False,False,False,True,False,False,False,False
2024-12-26,InnovaCorp,Centro,AUD-005,Audífonos,1,1169.54,1169.54,-1.5409277719435113,1.674846246307903,Low,Small,7.065220459777225,2024,12,4,3,0,1169.54,False,False,True,False,False,False,False,False,False
2024-07-20,MegaStore,Sur,TEC-003,Teclados,11,1044.13,11485.43,0.7271437204667204,1.304262154931391,High,Large,9.348921617603178,2024,7,3,5,1,1044.13,False,True,False,False,False,False,False,False,True
2024-05-17,DataCenter,Norte,LAP-001,Laptops,10,351.94,3519.4,0.5003365712256972,-0.7411457249020207,Medium,Medium,8.166329898499656,2024,5,2,4,0,351.94,True,False,False,False,False,True,False,False,False
2024-05-05,GammaRed,Centro,IMP-006,Impresoras,3,1159.11,3477.33,-1.087313473461465,1.6440258007847626,Medium,Small,8.154307572529364,2024,5,2,6,1,1159.11,False,False,False,False,True,False,False,False,False
2023-09-16,GammaRed,Centro,MON-002,Monitores,14,92.43,1294.02,1.4075651681897898,-1.5079926872903369,Low,Large,7.166281418029825,2023,9,3,5,1,92.42999999999999,False,False,False,False,False,False,True,False,False
2024-05-18,DataCenter,Norte,LAP-001,Laptops,3,191.8,575.4000000000001,-1.087313473461465,-1.2143562854078391,Low,Small,6.356801864125368,2024,5,2,5,1,191.80000000000004,True,False,False,False,False,True,False,False,False
2024-07-30,MegaStore,Sur,MON-002,Monitores,4,155.37,621.48,-0.8605063242204418,-1.3220062212091814,Low,Small,6.433711499308675,2024,7,3,1,0,155.37,False,True,False,False,False,False,True,False,False
2024-03-02,SolucionesYA,Centro,WEB-007,Cámaras Web,8,1091.58,8732.64,0.046722272743650865,1.4444759746891094,High,Medium,9.074937514968395,2024,3,1,5,1,1091.58,False,False,False,True,False,False,False,False,False
2023-11-01,BetaTech,Norte,AUD-005,Audífonos,10,750.92,7509.2,0.5003365712256972,0.43783235322094327,High,Medium,8.924017375562032,2023,11,4,2,0,750.92,True,False,True,False,False,False,False,False,False
2024-09-16,DataCenter,Norte,MOU-004,Ratones,11,265.06,2915.66,0.7271437204667204,-0.9978744216470282,Medium,Large,7.978194404966652,2024,9,3,0,0,265.06,True,False,False,False,False,False,False,True,False
2024-11-07,DataCenter,Norte,TEC-003,Teclados,4,220.97,883.88,-0.8605063242204418,-1.128159507276487,Low,Small,6.785452042593999,2024,11,4,3,0,220.97,True,False,False,False,False,False,False,False,True
2023-03-18,InnovaCorp,Centro,LAP-001,Laptops,7,548.85,3841.9500000000003,-0.1800848764973723,-0.15928053526045247,Medium,Medium,8.253995579811455,2023,3,1,5,1,548.85,False,False,False,False,False,True,False,False,False
2024-08-31,GammaRed,Centro,AUD-005,Audífonos,1,289.3,289.3,-1.5409277719435113,-0.9262456968645814,Low,Small,5.670914871030584,2024,8,3,5,1,289.3,False,False,True,False,False,False,False,False,False
2024-12-24,MegaStore,Sur,ALM-008,Almacenamiento,2,829.55,1659.1,-1.3141206227024882,0.6701824617045983,Low,Small,7.414633120500031,2024,12,4,1,0,829.55,False,True,False,False,False,False,False,False,False
2023-09-28,SolucionesYA,Centro,WEB-007,Cámaras Web,2,660.31,1320.62,-1.3141206227024882,0.170081579601409,Low,Small,7.186613535824121,2023,9,3,3,0,660.31,False,False,False,True,False,False,False,False,False
2024-10-25,InnovaCorp,Centro,AUD-005,Audífonos,14,183.55,2569.7000000000003,1.4075651681897898,-1.2387348736691917,Medium,Large,7.851933514343183,2024,10,4,4,0,183.55,False,False,True,False,False,False,False,False,False
2023-03-03,InnovaCorp,Centro,AUD-005,Audífonos,10,902.51,9025.1,0.5003365712256972,0.8857778313468146,High,Medium,9.107875659430382,2023,3,1,4,0,902.51,False,False,True,False,False,False,False,False,False
2024-08-05,MegaStore,Sur,ALM-008,Almacenamiento,2,570.41,1140.82,-1.3141206227024882,-0.09557115793745122,Low,Small,7.040378759579239,2024,8,3,0,0,570.41,False,True,False,False,False,False,False,False,False
2023-11-08,BetaTech,Norte,AUD-005,Audífonos,9,654.88,5893.92,0.273529421984674,0.15403603605484617,High,Medium,8.681846242056656,2023,11,4,2,0,654.88,True,False,True,False,False,False,False,False,False
2024-03-24,DataCenter,Norte,LAP-001,Laptops,15,526.95,7904.250000000001,1.634372317430813,-0.22399460591786108,High,Large,8.975282374696942,2024,3,1,6,1,526.95,True,False,False,False,False,True,False,False,False
2023-11-27,MegaStore,Sur,LAP-001,Laptops,2,286.28,572.56,-1.3141206227024882,-0.9351697376584341,Low,Small,6.351862551846838,2023,11,4,0,0,286.28,False,True,False,False,False,True,False,False,False
2024-11-21,TecnoShop,Norte,AUD-005,Audífonos,10,62.67,626.7,0.5003365712256972,-1.5959329038549253,Low,Medium,6.442062345323486,2024,11,4,3,0,62.67,True,False,True,False,False,False,False,False,False
2023-06-29,GammaRed,Centro,ALM-008,Almacenamiento,15,344.62,5169.3,1.634372317430813,-0.7627761813957299,Medium,Large,8.550685992898273,2023,6,2,3,0,344.62,False,False,False,False,False,False,False,False,False
2024-08-22,BetaTech,Norte,ALM-008,Almacenamiento,2,571.96,1143.92,-1.3141206227024882,-0.09099093832471204,Low,Small,7.043090044551755,2024,8,3,3,0,571.96,True,False,False,False,False,False,False,False,False
2024-02-23,AlphaSys,Sur,IMP-006,Impresoras,11,138.95,1528.4499999999998,0.7271437204667204,-1.3705269993002616,Low,Large,7.332663472634908,2024,2,1,4,0,138.95,False,True,False,False,True,False,False,False,False
2023-06-14,AlphaSys,Sur,WEB-007,Cámaras Web,12,602.13,7225.5599999999995,0.9539508697077435,-0.001839179798044594,High,Large,8.88551840662894,2023,6,2,2,0,602.13,False,True,False,True,False,False,False,False,False
2024-11-09,BetaTech,Norte,LAP-001,Laptops,8,119.35,954.8,0.046722272743650865,-1.4284446150484444,Low,Medium,6.862548686144057,2024,11,4,5,1,119.35,True,False,False,False,False,True,False,False,False
2023-09-16,AlphaSys,Sur,MON-002,Monitores,13,493.95,6421.349999999999,1.1807580189487668,-0.3215089589632716,High,Large,8.767539373320094,2023,9,3,5,1,493.94999999999993,False,True,False,False,False,False,True,False,False
2024-06-10,TecnoShop,Norte,ALM-008,Almacenamiento,7,79.23,554.61,-0.1800848764973723,-1.546998428508501,Low,Medium,6.3200666092783315,2024,6,2,0,0,79.23,True,False,False,False,False,False,False,False,False
2024-06-14,AlphaSys,Sur,ALM-008,Almacenamiento,11,538.82,5927.02,0.7271437204667204,-0.1889189886254665,High,Large,8.687445540789394,2024,6,2,4,0,538.82,False,True,False,False,False,False,False,False,False
2023-02-22,SolucionesYA,Centro,AUD-005,Audífonos,9,170.25,1532.25,0.273529421984674,-1.2780361129268873,Low,Medium,7.3351449445060934,2023,2,1,2,0,170.25,False,False,True,False,False,False,False,False,False
2023-10-22,GammaRed,Centro,ALM-008,Almacenamiento,2,49.21,98.42,-1.3141206227024882,-1.6357069399758712,Low,Small,4.599353300666527,2023,10,4,6,1,49.21,False,False,False,False,False,False,False,False,False
2024-10-07,SolucionesYA,Centro,TEC-003,Teclados,5,667.74,3338.7,-0.6336991749794186,0.19203708393860308,Medium,Medium,8.113636261577374,2024,10,4,0,0,667.74,False,False,False,False,False,False,False,False,True
2024-07-19,BetaTech,Norte,MON-002,Monitores,4,1190.82,4763.28,-0.8605063242204418,1.737728229120216,Medium,Small,8.468901702887438,2024,7,3,4,0,1190.82,True,False,False,False,False,False,True,False,False
2023-04-27,GammaRed,Centro,MON-002,Monitores,11,1001.09,11011.99,0.7271437204667204,1.1770797987170132,High,Large,9.306830764146735,2023,4,2,3,0,1001.09,False,False,False,False,False,False,True,False,False
2024-05-25,MegaStore,Sur,AUD-005,Audífonos,7,1004.15,7029.05,-0.1800848764973723,1.1861220387266784,High,Medium,8.85794909715495,2024,5,2,5,1,1004.15,False,True,True,False,False,False,False,False,False
2024-04-28,SolucionesYA,Centro,ALM-008,Almacenamiento,9,186.4,1677.6000000000001,0.273529421984674,-1.2303131795425428,Low,Medium,7.425715391648727,2024,4,2,6,1,186.4,False,False,False,False,False,False,False,False,False
2023-07-15,InnovaCorp,Centro,MON-002,Monitores,5,930.62,4653.1,-0.6336991749794186,0.9688423302591324,Medium,Medium,8.445503830524393,2023,7,3,5,1,930.6200000000001,False,False,False,False,False,False,True,False,False
2024-02-29,AlphaSys,Sur,AUD-005,Audífonos,14,18.04,252.56,1.4075651681897898,-1.7278136788978544,Low,Large,5.535600481415965,2024,2,1,3,0,18.04,False,True,True,False,False,False,False,False,False
2023-11-02,GammaRed,Centro,TEC-003,Teclados,8,653.22,5225.76,0.046722272743650865,0.1491307685986226,Medium,Medium,8.561546862219709,2023,11,4,3,0,653.22,False,False,False,False,False,False,False,False,True
2023-12-20,AlphaSys,Sur,WEB-007,Cámaras Web,8,1120.43,8963.44,0.046722272743650865,1.529727159093961,High,Medium,9.101020918945986,2023,12,4,2,0,1120.43,False,True,False,True,False,False,False,False,False
2023-07-13,SolucionesYA,Centro,WEB-007,Cámaras Web,4,1029.38,4117.52,-0.8605063242204418,1.260676194100488,Medium,Small,8.323249154506456,2023,7,3,3,0,1029.38,False,False,False,True,False,False,False,False,False
2024-02-25,TecnoShop,Norte,IMP-006,Impresoras,12,575.48,6905.76,0.9539508697077435,-0.08058940733320166,High,Large,8.840255921127516,2024,2,1,6,1,575.48,True,False,False,False,True,False,False,False,False
2024-01-26,BetaTech,Norte,TEC-003,Teclados,8,1158.32,9266.56,0.046722272743650865,1.6416913662724635,High,Medium,9.134275409241857,2024,1,1,4,0,1158.32,True,False,False,False,False,False,False,False,True
2023-05-10,AlphaSys,Sur,MON-002,Monitores,14,1016.37,14229.18,1.4075651681897898,1.2222318991574335,High,Large,9.563120340336292,2023,5,2,2,0,1016.37,False,True,False,False,False,False,True,False,False
2023-04-13,GammaRed,Centro,LAP-001,Laptops,12,185.82,2229.84,0.9539508697077435,-1.2320270681718257,Medium,Large,7.710133475141806,2023,4,2,3,0,185.82000000000002,False,False,False,False,False,True,False,False,False
2024-11-01,InnovaCorp,Centro,MON-002,Monitores,8,941.11,7528.88,0.046722272743650865,0.9998400746059917,High,Medium,8.926634384411976,2024,11,4,4,0,941.11,False,False,False,False,False,False,True,False,False
2023-09-29,AlphaSys,Sur,WEB-007,Cámaras Web,11,110.17,1211.8700000000001,0.7271437204667204,-1.4555713350774404,Low,Large,7.100744730900606,2023,9,3,4,0,110.17000000000002,False,True,False,True,False,False,False,False,False
2023-12-03,BetaTech,Norte,IMP-006,Impresoras,11,866.68,9533.48,0.7271437204667204,0.7799008837826614,High,Large,9.162669980627088,2023,12,4,6,1,866.68,True,False,False,False,True,False,False,False,False
2024-05-14,TecnoShop,Norte,MON-002,Monitores,4,762.93,3051.72,-0.8605063242204418,0.473321667768682,Medium,Small,8.023788275459864,2024,5,2,1,0,762.93,True,False,False,False,False,False,True,False,False
2023-10-22,SolucionesYA,Centro,MON-002,Monitores,7,1174.33,8220.31,-0.1800848764973723,1.689000602401464,High,Medium,9.014484842749185,2023,10,4,6,1,1174.33,False,False,False,False,False,False,True,False,False
2024-10-10,DataCenter,Norte,ALM-008,Almacenamiento,3,837.39,2512.17,-1.087313473461465,0.6933495080038716,Medium,Small,7.829300183484762,2024,10,4,3,0,837.39,True,False,False,False,False,False,False,False,False
2023-01-30,TecnoShop,Norte,IMP-006,Impresoras,13,81.5,1059.5,1.1807580189487668,-1.5402906230111348,Low,Large,6.966495774004737,2023,1,1,0,0,81.5,True,False,False,False,True,False,False,False,False
2024-01-03,AlphaSys,Sur,WEB-007,Cámaras Web,3,304.37,913.11,-1.087313473461465,-0.8817141423071773,Low,Small,6.817950914322066,2024,1,1,2,0,304.37,False,True,False,True,False,False,False,False,False
2024-02-26,InnovaCorp,Centro,TEC-003,Teclados,3,108.58,325.74,-1.087313473461465,-1.4602697539059921,Low,Small,5.789164747598362,2024,2,1,0,0,108.58,False,False,False,False,False,False,False,False,True
2024-01-27,SolucionesYA,Centro,ALM-008,Almacenamiento,15,706.04,10590.599999999999,1.634372317430813,0.30521283307918523,High,Large,9.267816513113246,2024,1,1,5,1,706.0399999999998,False,False,False,False,False,False,False,False,False
2023-08-26,GammaRed,Centro,AUD-005,Audífonos,8,317.56,2540.48,0.046722272743650865,-0.8427379508929663,Medium,Medium,7.84050186748751,2023,8,3,5,1,317.56,False,False,True,False,False,False,False,False,False
2023-01-10,GammaRed,Centro,AUD-005,Audífonos,11,662.72,7289.92,0.7271437204667204,0.1772030823541195,High,Large,8.894385017314468,2023,1,1,1,0,662.72,False,False,True,False,False,False,False,False,False
2023-03-17,GammaRed,Centro,IMP-006,Impresoras,10,369.5,3695.0,0.5003365712256972,-0.6892562691602812,Medium,Medium,8.215006432761575,2023,3,1,4,0,369.5,False,False,False,False,True,False,False,False,False
2024-03-10,MegaStore,Sur,ALM-008,Almacenamiento,14,373.01,5222.139999999999,1.4075651681897898,-0.6788842879727238,Medium,Large,8.56085403259554,2024,3,1,6,1,373.00999999999993,False,True,False,False,False,False,False,False,False
2024-01-29,GammaRed,Centro,MON-002,Monitores,4,466.92,1867.68,-0.8605063242204418,-0.4013820790486485,Low,Small,7.532987578243441,2024,1,1,0,0,466.92,False,False,False,False,False,False,True,False,False
2024-01-03,MegaStore,Sur,AUD-005,Audífonos,1,1173.86,1173.86,-1.5409277719435113,1.6876117616156656,Low,Small,7.068904270543291,2024,1,1,2,0,1173.86,False,True,True,False,False,False,False,False,False
2024-11-05,BetaTech,Norte,AUD-005,Audífonos,1,685.63,685.63,-1.5409277719435113,0.2449016832107967,Low,Small,6.531795573631538,2024,11,4,1,0,685.63,True,False,True,False,False,False,False,False,False
2024-12-03,TecnoShop,Norte,ALM-008,Almacenamiento,14,1086.42,15209.880000000001,1.4075651681897898,1.429228275849282,High,Large,9.629766240252946,2024,12,4,1,0,1086.42,True,False,False,False,False,False,False,False,False
2023-10-21,SolucionesYA,Centro,IMP-006,Impresoras,4,769.39,3077.56,-0.8605063242204418,0.49241084112242,Medium,Small,8.032217234172705,2023,10,4,5,1,769.39,False,False,False,False,True,False,False,False,False
2024-09-27,MegaStore,Sur,TEC-003,Teclados,11,130.14,1431.54,0.7271437204667204,-1.3965603765829908,Low,Large,7.267204371410219,2024,9,3,4,0,130.14,False,True,False,False,False,False,False,False,True
2024-10-04,TecnoShop,Norte,AUD-005,Audífonos,13,537.38,6985.94,1.1807580189487668,-0.19317416039472093,High,Large,8.851797971139023,2024,10,4,4,0,537.38,True,False,True,False,False,False,False,False,False
2024-08-16,AlphaSys,Sur,TEC-003,Teclados,2,1092.91,2185.82,-1.3141206227024882,1.4484060986148795,Medium,Small,7.690203712762815,2024,8,3,4,0,1092.91,False,True,False,False,False,False,False,False,True
2023-12-01,BetaTech,Norte,TEC-003,Teclados,4,171.61,686.44,-0.8605063242204418,-1.2740173395892584,Low,Small,6.532974553004967,2023,12,4,4,0,171.61,True,False,False,False,False,False,False,False,True
2024-07-06,AlphaSys,Sur,AUD-005,Audífonos,14,209.99,2939.86,1.4075651681897898,-1.1606051920170508,Medium,Large,7.986457334564772,2024,7,3,5,1,209.99,False,True,True,False,False,False,False,False,False
2024-05-08,MegaStore,Sur,IMP-006,Impresoras,13,151.48,1969.2399999999998,1.1807580189487668,-1.3335010949469586,Low,Large,7.585910641722845,2024,5,2,2,0,151.48,False,True,False,False,True,False,False,False,False
2023-03-19,InnovaCorp,Centro,MOU-004,Ratones,14,816.44,11430.16,1.4075651681897898,0.6314426687220128,High,Large,9.344098238953453,2023,3,1,6,1,816.4399999999999,False,False,False,False,False,False,False,True,False
2024-11-21,BetaTech,Norte,IMP-006,Impresoras,2,951.96,1903.92,-1.3141206227024882,1.0319016118951645,Low,Small,7.552195291928341,2024,11,4,3,0,951.96,True,False,False,False,True,False,False,False,False
2023-01-15,MegaStore,Sur,MON-002,Monitores,8,451.77,3614.16,0.046722272743650865,-0.4461500320376779,Medium,Medium,8.192891393641082,2023,1,1,6,1,451.77,False,True,False,False,False,False,True,False,False
2024-11-19,MegaStore,Sur,WEB-007,Cámaras Web,14,771.68,10803.519999999999,1.4075651681897898,0.4991777462276923,High,Large,9.287719844076381,2024,11,4,1,0,771.68,False,True,False,True,False,False,False,False,False
2024-01-16,DataCenter,Norte,MOU-004,Ratones,8,44.65,357.2,0.046722272743650865,-1.64918165057851,Low,Medium,5.881091489626612,2024,1,1,1,0,44.65,True,False,False,False,False,False,False,True,False
2024-07-28,AlphaSys,Sur,MOU-004,Ratones,11,89.91,989.01,0.7271437204667204,-1.515439237886532,Low,Large,6.897715044087722,2024,7,3,6,1,89.91,False,True,False,False,False,False,False,True,False
2024-04-20,MegaStore,Sur,WEB-007,Cámaras Web,2,180.64,361.28,-1.3141206227024882,-1.2473338666195597,Low,Small,5.892417393506747,2024,4,2,5,1,180.64,False,True,False,True,False,False,False,False,False
2023-02-08,MegaStore,Sur,ALM-008,Almacenamiento,2,130.17,260.34,-1.3141206227024882,-1.3964717271711313,Low,Small,5.565822241561,2023,2,1,2,0,130.17,False,True,False,False,False,False,False,False,False
2024-07-04,InnovaCorp,Centro,WEB-007,Cámaras Web,8,454.65,3637.2,0.046722272743650865,-0.43763968849916934,Medium,Medium,8.199244332828115,2024,7,3,3,0,454.65,False,False,False,True,False,False,False,False,False
2024-12-14,BetaTech,Norte,TEC-003,Teclados,15,506.64,7599.599999999999,1.634372317430813,-0.28401025774671834,High,Large,8.935982470526664,2024,12,4,5,1,506.64,True,False,False,False,False,False,False,False,True
2023-04-12,GammaRed,Centro,WEB-007,Cámaras Web,5,53.77,268.85,-0.6336991749794186,-1.6222322293732327,Low,Medium,5.597866249064652,2023,4,2,2,0,53.77,False,False,False,True,False,False,False,False,False
2024-01-15,SolucionesYA,Centro,ALM-008,Almacenamiento,8,1141.41,9131.28,0.046722272743650865,1.5917226477876794,High,Medium,9.11957066859006,2024,1,1,0,0,1141.41,False,False,False,False,False,False,False,False,False
2024-01-07,DataCenter,Norte,IMP-006,Impresoras,9,1083.51,9751.59,0.273529421984674,1.4206292828989138,High,Medium,9.185288169741204,2024,1,1,6,1,1083.51,True,False,False,False,True,False,False,False,False
2024-10-22,AlphaSys,Sur,LAP-001,Laptops,7,341.92,2393.44,-0.1800848764973723,-0.7707546284630816,Medium,Medium,7.78090466204546,2024,10,4,1,0,341.92,False,True,False,False,False,True,False,False,False
2023-05-06,GammaRed,Centro,MON-002,Monitores,11,266.35,2929.8500000000004,0.7271437204667204,-0.9940624969370713,Medium,Large,7.9830477623286304,2023,5,2,5,1,266.35,False,False,False,False,False,False,True,False,False
2024-10-16,TecnoShop,Norte,LAP-001,Laptops,13,410.21,5332.73,1.1807580189487668,-0.5689590172669886,Medium,Large,8.581806084788125,2024,10,4,2,0,410.21,True,False,False,False,False,True,False,False,False
2023-05-09,SolucionesYA,Centro,MON-002,Monitores,14,921.71,12903.94,1.4075651681897898,0.9425134549368717,High,Large,9.465365462781193,2023,5,2,1,0,921.71,False,False,False,False,False,False,True,False,False
2023-08-01,SolucionesYA,Centro,MOU-004,Ratones,6,932.63,5595.78,-0.40689202573839545,0.9747818408537164,Medium,Medium,8.629946711347344,2023,8,3,1,0,932.63,False,False,False,False,False,False,False,True,False
2024-09-02,TecnoShop,Norte,AUD-005,Audífonos,14,1181.07,16534.98,1.4075651681897898,1.7089171702658903,High,Large,9.71329389187853,2024,9,3,0,0,1181.07,True,False,True,False,False,False,False,False,False
2023-05-14,MegaStore,Sur,TEC-003,Teclados,2,798.35,1596.7,-1.3141206227024882,0.5779870733707559,Low,Small,7.376320374033526,2023,5,2,6,1,798.35,False,True,False,False,False,False,False,False,True
2023-01-27,InnovaCorp,Centro,LAP-001,Laptops,6,951.13,5706.78,-0.40689202573839545,1.0294489781670526,Medium,Medium,8.649585435457313,2023,1,1,4,0,951.13,False,False,False,False,False,True,False,False,False
2023-09-01,AlphaSys,Sur,LAP-001,Laptops,3,329.46,988.3799999999999,-1.087313473461465,-0.8075736841887123,Low,Small,6.897078484318022,2023,9,3,4,0,329.46,False,True,False,False,False,True,False,False,False
2023-05-10,BetaTech,Norte,MON-002,Monitores,12,90.32,1083.84,0.9539508697077435,-1.5142276959244527,Low,Large,6.989187789662675,2023,5,2,2,0,90.32,True,False,False,False,False,False,True,False,False
2024-04-04,AlphaSys,Sur,MON-002,Monitores,8,612.05,4896.4,0.046722272743650865,0.027474225723484694,Medium,Medium,8.496459731029326,2024,4,2,3,0,612.05,False,True,False,False,False,False,True,False,False
2024-09-21,TecnoShop,Norte,AUD-005,Audífonos,8,777.36,6218.88,0.046722272743650865,0.5159620348730843,High,Medium,8.73550589294262,2024,9,3,5,1,777.36,True,False,True,False,False,False,False,False,False
2023-02-01,TecnoShop,Norte,ALM-008,Almacenamiento,14,490.92,6872.88,1.4075651681897898,-0.33046254956107735,High,Large,8.835484000172736,2023,2,1,2,0,490.92,True,False,False,False,False,False,False,False,False
2024-12-03,DataCenter,Norte,ALM-008,Almacenamiento,12,1093.0,13116.0,0.9539508697077435,1.4486720468504575,High,Large,9.481664377815147,2024,12,4,1,0,1093.0,True,False,False,False,False,False,False,False,False
2023-03-17,DataCenter,Norte,IMP-006,Impresoras,10,190.78,1907.8,0.5003365712256972,-1.217370365411061,Low,Medium,7.5542300513436516,2023,3,1,4,0,190.78,True,False,False,False,True,False,False,False,False
2023-05-10,MegaStore,Sur,IMP-006,Impresoras,7,1193.63,8355.41,-0.1800848764973723,1.746031724031053,High,Medium,9.030784188011747,2023,5,2,2,0,1193.6299999999999,False,True,False,False,True,False,False,False,False
2024-06-27,MegaStore,Sur,ALM-008,Almacenamiento,9,732.43,6591.87,0.273529421984674,0.3831947657115603,High,Medium,8.793744041036296,2024,6,2,3,0,732.43,False,True,False,False,False,False,False,False,False
2023-04-12,DataCenter,Norte,MOU-004,Ratones,7,550.09,3850.63,-0.1800848764973723,-0.15561635957026126,Medium,Medium,8.256251714306613,2023,4,2,2,0,550.09,True,False,False,False,False,False,False,True,False
